srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,prediction
2977421,21,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,0.0,1,0,0.1286458887601201,2017-12-31,2017-12-25,2018-03-13,0.1282952548330405,2018-03-19,16.864585623632696
2982990,13,0.9615384615384616,0.6522610603693408,0.7564935064935066,0.9510204081632654,0.0,1,0,0.7017800111564986,2017-06-12,2017-06-10,2018-03-15,0.8725834797891032,2018-03-20,11.40581754799525
2979785,10,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,0.0,1,0,0.23541030537698793,2017-10-24,2017-10-21,2018-03-14,0.3339191564147628,2018-03-20,14.686941503996533
2984029,19,0.0,0.4203621522755534,0.7564935064935066,0.9510204081632654,0.0,2,0,0.5145870633733557,2018-02-25,2018-02-13,2018-03-15,0.002636203866432041,2018-03-19,16.190582002309633
3012909,4,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,0.0,1,0,0.23541030537698793,2017-11-18,2017-07-11,2018-03-24,0.12302284710017553,2018-03-29,11.652273593486798
3030307,10,1.0,2.753679060155112e-05,0.7564935064935066,0.9510204081632654,0.0,1,0,0.12874646096921205,2017-11-16,2017-08-25,2018-03-28,0.3339191564147628,2018-03-31,14.03336136931964
3048314,13,0.2307692307692308,0.5652129173635407,0.7564935064935066,0.9510204081632654,0.0,1,0,0.5847350097707071,2018-02-07,2017-04-25,2018-04-02,0.3471001757469243,2018-04-10,7.9632536253377015
3060524,15,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.12867278597883072,2018-03-15,2018-02-08,2018-04-06,0.07557117750439346,2018-04-12,14.833590519853642
3064259,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,2,0,0.1450122616233992,2017-05-05,2017-05-02,2018-04-07,0.502636203866432,2018-04-17,8.615090224881227
3057867,15,0.038461538461538464,4.3479143055080716e-06,1.0,0.9510204081632654,1.0000000000000002,1,0,0.12874646096921205,2018-03-18,2018-03-18,2018-04-05,0.47627416520210897,2018-04-16,17.04697268677251
2870652,10,0.07692307692307693,0.6521813486070732,0.7564935064935066,1.0,1.0000000000000002,1,0,0.6550080867072776,2017-07-11,2016-08-05,2018-02-14,0.39718804920913886,2018-02-15,11.834870768137367
2920134,10,0.07692307692307693,0.6521813486070732,0.7564935064935066,1.0,0.0,1,0,0.654961308935607,2017-03-28,2017-03-27,2018-02-27,0.39718804920913886,2018-03-01,11.767835483383577
2866111,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,1,0,0.14267454248415698,2017-05-08,2017-05-05,2018-02-13,0.502636203866432,2018-02-17,10.192857658367458
2908430,10,0.07692307692307693,0.6521813486070732,0.7564935064935066,0.9510204081632654,0.0,2,0,0.6666171601916486,2017-12-28,2017-12-28,2018-02-26,0.39718804920913886,2018-03-03,12.926224942405
2920849,13,0.8076923076923078,0.42042737099013605,0.7564935064935066,0.9510204081632654,0.0,2,0,0.5403335489008978,2017-06-08,2017-06-03,2018-02-27,0.5035149384885766,2018-03-03,15.899316218435528
2884266,6,0.15384615384615385,0.3913035916670773,0.7564935064935066,1.0,0.0,1,0,0.4443981864257924,2017-02-24,2017-02-22,2018-02-19,0.027240773286467235,2018-02-21,11.944268094543078
2819466,13,0.11538461538461539,0.7101723803091657,0.7564935064935066,0.9510204081632654,0.0,2,0,0.7437852806724773,2017-05-06,2017-06-16,2018-01-30,0.42355008787346193,2018-02-03,18.68919145909388
2858437,13,0.6153846153846154,0.9999999999999999,0.7564935064935066,0.9510204081632654,0.0,1,0,0.935556602857888,2017-12-09,2017-09-23,2018-02-10,0.46572934973637947,2018-02-14,12.1127247705906
3050523,15,0.038461538461538464,4.3479143055080716e-06,1.0,0.9510204081632654,0.0,1,0,0.1286704470902472,2017-06-12,2017-05-31,2018-04-03,0.47627416520210897,2018-04-05,17.271695285138783
2876140,13,0.8076923076923078,0.42042737099013605,0.7564935064935066,1.0,0.0,2,0,0.450237221774585,2017-09-18,2017-09-09,2018-02-16,0.5035149384885766,2018-02-20,13.869060191291107
2824732,9,0.2307692307692308,0.5652129173635407,0.7564935064935066,0.9510204081632654,0.0,1,0,0.586482159542607,2017-12-27,2017-12-27,2018-01-31,0.40949033391915624,2018-02-02,11.990910153096763
2839241,6,0.6153846153846154,0.9999999999999999,0.7564935064935066,0.9510204081632654,0.0,3,0,0.9637671075081833,2017-02-20,2017-02-17,2018-02-05,0.46572934973637947,2018-02-08,16.60826395223746
2868409,13,0.8076923076923078,0.42042737099013605,0.7564935064935066,0.9510204081632654,0.0,1,0,0.4690652748720336,2018-01-29,2018-01-27,2018-02-14,0.5035149384885766,2018-02-26,9.95974284605161
2907041,16,0.0,0.4203621522755534,0.7564935064935066,0.9510204081632654,0.0,1,0,0.818644918121358,2018-01-13,2017-11-14,2018-02-25,0.44200351493848844,2018-03-01,16.6486989259914
2844455,13,0.2307692307692308,0.5652129173635407,0.7564935064935066,0.9510204081632654,0.0,2,0,0.6051885904337119,2016-06-15,2016-06-13,2018-02-06,0.3471001757469243,2018-02-14,13.398990113337122
2867312,15,0.0,0.4203621522755534,0.7564935064935066,0.9510204081632654,0.0,1,0,0.4678993389131419,2018-01-18,2018-01-18,2018-02-13,0.47188049209138816,2018-02-18,12.054984349370324
2972765,13,0.8076923076923078,0.42042737099013605,0.0,0.9510204081632654,0.0,4,0,0.44675344722941107,2017-08-18,2017-08-17,2018-03-12,0.5035149384885766,2018-03-16,13.428210500929591
2983511,15,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,0.0,1,0,0.12868214153316487,2017-02-08,2017-02-03,2018-03-15,0.47627416520210897,2018-03-29,13.412477515705756
2857281,13,0.07692307692307693,0.6521813486070732,0.7564935064935066,0.9510204081632654,0.0,1,0,0.6549320728283128,2017-03-22,2017-03-22,2018-02-09,0.40333919156414755,2018-02-13,9.670390427902879
3051964,10,0.8461538461538463,0.4202780925989803,0.7564935064935066,0.9510204081632654,0.0,1,0,0.46783852780997004,2018-03-27,2018-03-18,2018-04-03,0.34270650263620395,2018-04-07,12.464103154760489
2981162,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,1,0,0.1415074370809735,2017-05-05,2017-05-03,2018-03-14,0.502636203866432,2018-03-21,10.97620286365187
3014945,13,0.9615384615384616,0.6522610603693408,0.6525974025974026,0.9510204081632654,0.0,4,0,0.7374585870540179,2017-12-28,2017-08-01,2018-03-24,0.8725834797891032,2018-03-27,11.927776503327426
2999197,10,1.0,2.753679060155112e-05,0.7564935064935066,0.9510204081632654,0.0,1,0,0.12874996930208735,2017-06-19,2017-06-16,2018-03-19,0.3339191564147628,2018-04-01,15.182891706610283
2829017,10,0.2307692307692308,0.5652129173635407,0.7564935064935066,0.9510204081632654,0.0,1,0,0.5847443653250413,2017-04-25,2017-03-28,2018-02-01,0.40949033391915624,2018-02-08,10.989470727738626
2848996,9,0.07692307692307693,0.6521813486070732,0.7564935064935066,0.9510204081632654,0.0,1,0,0.6549192089411033,2017-12-15,2017-12-15,2018-02-07,0.39718804920913886,2018-02-12,8.096129135955522
2870108,13,0.8076923076923078,0.42042737099013605,0.7564935064935066,0.9510204081632654,0.0,2,0,0.46193751191371374,2017-03-14,2017-03-09,2018-02-14,0.5035149384885766,2018-02-16,15.807754884005655
2859591,10,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,0.0,1,0,0.14269208414853346,2017-12-22,2017-07-13,2018-02-10,0.3339191564147628,2018-02-15,18.0979009277843
2861847,10,0.07692307692307693,0.6521813486070732,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.6549975617086518,2018-01-19,2017-07-09,2018-02-12,0.39718804920913886,2018-02-20,9.594237923695557
2880678,10,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.14269208414853346,2018-01-12,2017-02-23,2018-02-17,0.3339191564147628,2018-02-21,16.065012512739862
2872297,13,0.8076923076923078,0.42042737099013605,0.7564935064935066,0.9510204081632654,0.0,3,0,0.5176018907575309,2017-06-08,2017-06-07,2018-02-15,0.5035149384885766,2018-02-18,15.141421228876192
2930663,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,3,0,0.16502613123269955,2017-06-28,2017-04-14,2018-03-02,0.502636203866432,2018-03-06,12.398972794865033
2936017,10,0.8461538461538463,0.4202780925989803,0.7564935064935066,0.9510204081632654,0.0,1,0,0.48066850113494575,2017-04-13,2017-04-13,2018-03-03,0.34270650263620395,2018-03-09,16.770764794212532
2940545,28,0.07692307692307693,0.6521813486070732,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.654946106159814,2018-01-16,2017-03-29,2018-03-05,0.4015817223198592,2018-03-07,21.649310559509512
2887249,5,0.3076923076923077,0.43624218462403586,0.7564935064935066,0.9510204081632654,1.0000000000000002,2,0,0.48415110623582785,2017-08-22,2017-08-03,2018-02-19,0.013181019332161537,2018-03-07,13.880737359492867
2978501,12,0.038461538461538464,4.3479143055080716e-06,1.0,0.9510204081632654,1.0000000000000002,1,0,0.14267571192844875,2018-02-25,2017-04-08,2018-03-14,0.07381370826010514,2018-03-15,13.76692584038692
3013507,32,0.15384615384615385,0.3913035916670773,0.6525974025974026,0.9510204081632654,0.0,4,0,0.44760480267381747,2018-03-07,2018-02-07,2018-03-24,0.027240773286467235,2018-03-31,13.598847674125217
3035976,10,0.19230769230769232,0.07252900783494157,0.7564935064935066,0.9510204081632654,1.0000000000000002,2,0,0.1871660505644323,2017-07-01,2017-06-14,2018-03-29,0.37697715289982403,2018-03-31,12.55509502460171
3057218,13,0.9615384615384616,0.6522610603693408,0.7564935064935066,0.9510204081632654,0.0,2,0,0.7051772468240817,2017-06-19,2017-06-16,2018-04-05,0.8725834797891032,2018-04-07,11.938950337167041
3086262,10,0.8461538461538463,0.4202780925989803,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.46788647502593245,2017-11-24,2017-01-18,2018-04-15,0.34270650263620395,2018-04-16,11.059049690981148
3078906,13,0.8076923076923078,0.42042737099013605,0.7564935064935066,0.9510204081632654,0.0,1,0,0.4691904054112527,2017-07-13,2017-07-10,2018-04-12,0.5035149384885766,2018-04-19,7.0505863477465605
2822707,13,0.7692307692307693,0.0,0.7564935064935066,1.0,0.0,1,0,0.12864705820441186,2017-10-23,2017-10-18,2018-01-31,0.502636203866432,2018-02-09,10.241394482219144
2874119,10,0.07692307692307693,0.6521813486070732,0.7564935064935066,1.0,1.0000000000000002,2,0,0.6899838265854449,2018-01-13,2017-03-31,2018-02-15,0.39718804920913886,2018-02-21,13.192526666858779
2879096,13,0.3846153846153847,0.7695764841605482,0.6525974025974026,0.8204081632653062,0.0,4,0,0.8080918528324527,2017-11-30,2017-11-24,2018-02-16,0.42794376098418274,2018-02-20,12.734609943826728
3041893,5,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,1.0000000000000002,3,0,0.3917650071862352,2017-05-04,2016-11-20,2018-03-31,0.0746924428822493,2018-04-04,16.400304052664843
3085048,13,0.9615384615384616,0.6522610603693408,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.6550034089301106,2017-06-09,2016-10-05,2018-04-14,0.8725834797891032,2018-04-16,9.472946361039018
2833586,13,0.7692307692307693,0.0,0.6525974025974026,0.9510204081632654,0.0,0,0,0.3880239548968726,2017-04-06,2017-04-03,2018-02-03,0.502636203866432,2018-02-21,15.942392853404526
3029632,10,1.0,2.753679060155112e-05,0.7564935064935066,0.9510204081632654,0.0,2,0,0.15907599867618907,2017-11-07,2017-09-19,2018-03-28,0.3339191564147628,2018-04-07,16.352256572513664
2953931,13,0.2692307692307693,0.8551608293501608,0.7564935064935066,0.9510204081632654,0.0,1,0,0.8186180209026473,2017-12-14,2017-10-17,2018-03-08,0.43936731107205595,2018-03-10,10.703317534821558
2946014,13,0.11538461538461539,0.7101723803091657,0.7564935064935066,0.9510204081632654,0.0,1,0,0.7017472667163291,2017-10-25,2017-10-14,2018-03-06,0.42355008787346193,2018-03-08,12.052887047637057
3011371,10,0.8461538461538463,0.4202780925989803,1.0,0.9510204081632654,0.0,1,0,0.4678595778072218,2017-03-29,2017-03-28,2018-03-23,0.34270650263620395,2018-04-11,12.845990385917254
3084072,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,1,0,0.12871839430620965,2017-04-17,2017-04-14,2018-04-14,0.502636203866432,2018-04-17,6.158833299651899
2896365,13,0.2692307692307693,0.8551608293501608,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.8186647986743181,2018-01-15,2017-08-12,2018-02-22,0.43936731107205595,2018-02-23,9.73862315958935
3021704,15,0.42307692307692313,0.27825347180957294,0.7564935064935066,0.9510204081632654,0.0,2,0,0.39995111722860416,2017-11-23,2017-11-17,2018-03-26,0.39103690685412973,2018-03-29,15.83643300212242
2904158,13,0.2307692307692308,0.5652129173635407,0.7564935064935066,0.9510204081632654,0.0,1,0,0.5847315014378318,2017-10-06,2017-09-30,2018-02-24,0.3471001757469243,2018-02-27,10.645909294911792
3035437,15,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,1.0000000000000002,2,1,0.1461817059151662,2017-01-27,2017-01-12,2018-03-29,0.07293497363796142,2018-04-07,20.18580907641943
2870227,13,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,0.0,1,0,0.1287382748591697,2017-11-26,2017-11-24,2018-02-14,0.12214411247803136,2018-02-21,13.172824410668241
3013338,10,1.0,2.753679060155112e-05,1.0,0.9510204081632654,1.0000000000000002,1,0,0.1426733730398652,2017-06-04,2017-06-04,2018-03-24,0.3339191564147628,2018-03-27,15.83569789270184
2848947,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,2,0,0.15319837166576816,2017-05-13,2017-05-05,2018-02-07,0.502636203866432,2018-02-12,9.71061507789278
2846763,10,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.14150977596955705,2017-08-25,2017-08-19,2018-02-06,0.3339191564147628,2018-02-14,17.607521820416302
2883269,13,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.1287511387463791,2018-01-02,2017-09-26,2018-02-18,0.12214411247803136,2018-02-23,14.375943440503342
2843740,15,0.42307692307692313,0.27825347180957294,0.7564935064935066,0.9510204081632654,1.0000000000000002,2,0,0.39059556289446823,2017-10-16,2017-07-13,2018-02-06,0.39103690685412973,2018-02-19,17.74847638023812
2904312,1,0.42307692307692313,0.27825347180957294,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.35320258166521856,2018-02-08,2017-02-01,2018-02-24,0.3963093145869947,2018-02-26,14.086883913360287
2924654,32,0.11538461538461539,0.7101723803091657,0.7564935064935066,0.9510204081632654,0.0,1,0,0.701757791714955,2017-12-17,2017-12-07,2018-02-28,0.42355008787346193,2018-03-09,13.4045889155223
2938914,10,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.23505947208945782,2018-02-12,2017-08-08,2018-03-04,0.3339191564147628,2018-03-11,15.201862553528528
2822482,6,0.0,0.4203621522755534,0.7564935064935066,0.9510204081632654,0.0,1,0,0.46860217493249384,2017-02-18,2017-02-15,2018-01-31,0.5035149384885766,2018-03-06,6.779170329992864
2943376,13,0.8076923076923078,0.42042737099013605,0.7564935064935066,0.9510204081632654,0.0,1,0,0.4684875693919007,2016-05-19,2016-05-18,2018-03-05,0.5035149384885766,2018-03-09,12.304149330750276
2979916,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,3,0,0.16735332537331588,2018-02-01,2018-02-01,2018-03-14,0.502636203866432,2018-03-19,11.407711531727076
3041172,13,0.7692307692307693,0.0,1.0,0.9510204081632654,0.0,1,0,0.12869851375324962,2017-10-02,2017-10-02,2018-03-31,0.502636203866432,2018-04-04,7.591364219528793
3049892,10,1.0,2.753679060155112e-05,0.7564935064935066,0.9510204081632654,0.0,1,0,0.1287090387518755,2017-06-16,2017-06-15,2018-04-03,0.3339191564147628,2018-04-05,12.783462627480066
3034718,10,0.9230769230769231,0.6522190305310542,0.7564935064935066,0.9510204081632654,0.0,1,0,0.7017016583889503,2018-01-17,2017-01-16,2018-03-29,0.39718804920913886,2018-04-01,11.66653608367041
3054515,10,0.9230769230769231,0.6522190305310542,0.7564935064935066,0.9510204081632654,0.0,1,0,0.7017741639350398,2017-05-04,2017-05-02,2018-04-04,0.39718804920913886,2018-04-09,13.449244672396459
3011372,15,0.3076923076923077,0.43624218462403586,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.48067434835640455,2017-06-11,2015-08-14,2018-03-23,0.47451669595782064,2018-03-31,14.219763794213991
2931879,32,0.15384615384615385,0.3913035916670773,0.7564935064935066,1.0,0.0,2,0,0.4210011144804101,2017-12-08,2017-04-08,2018-03-03,0.027240773286467235,2018-03-24,16.238965757836084
3061051,10,0.9230769230769231,0.6522190305310542,1.0,1.0,0.0,1,0,0.6549449367155222,2017-04-21,2017-04-21,2018-04-06,0.39718804920913886,2018-04-11,9.153480340719943
2838851,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,1,0,0.1287125470847508,2017-08-14,2017-08-09,2018-02-04,0.502636203866432,2018-02-06,8.433256146388146
2883744,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,3,0,0.16782110309002266,2018-01-10,2017-05-03,2018-02-18,0.502636203866432,2018-02-21,12.520427146853025
3003851,13,0.038461538461538464,4.3479143055080716e-06,1.0,1.0,1.0000000000000002,1,0,0.12865875264732954,2018-02-28,2017-09-07,2018-03-21,0.502636203866432,2018-03-23,11.098902735672871
2865482,10,0.2692307692307693,0.8551608293501608,0.7564935064935066,0.9510204081632654,0.0,1,0,0.8187934375464124,2018-02-09,2018-02-07,2018-02-13,0.43145869947275894,2018-02-16,11.733134124660248
2949800,13,0.2307692307692308,0.5652129173635407,0.7564935064935066,0.9510204081632654,0.0,1,0,0.5848145319825473,2017-05-19,2017-05-17,2018-03-07,0.3471001757469243,2018-03-17,10.517894875962256
2909787,12,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.12868915819891547,2017-08-09,2017-02-22,2018-02-26,0.07381370826010514,2018-02-27,13.513648230408187
2854751,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,1,0,0.12869617486466606,2017-07-06,2017-07-05,2018-02-09,0.502636203866432,2018-02-12,9.058659596635833
2849456,9,0.07692307692307693,0.6521813486070732,0.7564935064935066,0.9510204081632654,0.0,1,0,0.6549472756041057,2018-01-05,2018-01-05,2018-02-07,0.39718804920913886,2018-02-16,8.827656355015174
2932154,9,0.8461538461538463,0.4202780925989803,0.7564935064935066,0.9510204081632654,0.0,1,0,0.4444145586458771,2018-01-11,2018-01-11,2018-03-03,0.34270650263620395,2018-03-07,16.585050336160602
2932154,9,0.8461538461538463,0.4202780925989803,0.7564935064935066,0.0,0.0,1,0,0.4444145586458771,2018-01-11,2018-01-11,2018-03-03,0.34270650263620395,2018-03-07,16.74223182086264
2985584,9,0.8461538461538463,0.4202780925989803,0.6525974025974026,0.9510204081632654,0.0,0,0,0.529888072486835,2018-02-26,2018-02-26,2018-03-15,0.34270650263620395,2018-03-24,18.223063996874647
2854160,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,1,0,0.12873710541487793,2017-12-02,2017-11-28,2018-02-09,0.502636203866432,2018-02-12,8.30045951031958
2987955,15,0.42307692307692313,0.27825347180957294,0.7564935064935066,0.9510204081632654,0.0,2,0,0.39995111722860416,2017-10-13,2016-06-16,2018-03-16,0.39103690685412973,2018-03-20,17.602467005043085
3007421,10,0.8461538461538463,0.4202780925989803,0.7564935064935066,0.9510204081632654,0.0,1,0,0.48068604279932226,2017-05-02,2017-05-02,2018-03-22,0.34270650263620395,2018-03-24,14.227188045030488
3053312,9,0.19230769230769232,0.07252900783494157,0.7564935064935066,0.9510204081632654,0.0,3,0,0.1672317031669721,2017-10-11,2017-10-10,2018-04-04,0.37697715289982403,2018-04-15,13.056342479703348
2934361,10,0.42307692307692313,0.27825347180957294,0.7564935064935066,0.9510204081632654,1.0000000000000002,2,0,0.36603723276736133,2018-01-29,2017-11-29,2018-03-03,0.35061511423550096,2018-03-05,17.55014632800494
2979407,13,0.8076923076923078,0.42042737099013605,0.7564935064935066,0.9510204081632654,0.0,2,0,0.4223331115287327,2017-10-09,2017-10-06,2018-03-14,0.5035149384885766,2018-03-29,15.43589144130819
3001378,15,0.11538461538461539,0.7101723803091657,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.7016887945017408,2018-02-28,2018-02-13,2018-03-20,0.41739894551845325,2018-03-29,14.989982259317822
3025387,10,0.19230769230769232,0.07252900783494157,0.7564935064935066,0.9510204081632654,1.0000000000000002,3,0,0.1648928145834381,2018-01-04,2017-07-20,2018-03-27,0.37697715289982403,2018-03-31,13.241093846524224
2856532,6,0.0,0.4203621522755534,0.7564935064935066,0.9510204081632654,0.0,2,0,0.5285899893229736,2017-02-12,2017-02-09,2018-02-09,0.5035149384885766,2018-02-13,12.165332709956552
3030131,13,0.2307692307692308,0.5652129173635407,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.5848063458725049,2018-03-04,2017-07-08,2018-03-28,0.3471001757469243,2018-03-30,7.9761430899649115
2821171,15,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.14268974525994993,2017-12-18,2017-10-18,2018-01-30,0.07557117750439346,2018-02-01,18.20039673972138
2849313,13,0.07692307692307693,0.6521813486070732,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.6549776811556917,2018-01-09,2017-12-13,2018-02-07,0.40333919156414755,2018-02-12,8.550741224019193
2838919,9,0.2692307692307693,0.8551608293501608,0.6525974025974026,0.9510204081632654,0.0,4,0,0.8316070386513034,2018-01-27,2018-01-27,2018-02-04,0.43145869947275894,2018-02-11,15.481606158854147
2839783,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,3,0,0.17789937399647063,2017-08-30,2017-08-10,2018-02-05,0.502636203866432,2018-02-12,11.525507781199153
2839783,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,3,0,0.17789937399647063,2017-08-30,2017-08-10,2018-02-05,0.502636203866432,2018-02-12,11.525507781199153
2855601,13,0.6153846153846154,0.9999999999999999,0.7564935064935066,0.9510204081632654,0.0,3,0,0.9753177087779659,2017-10-11,2017-10-06,2018-02-09,0.46572934973637947,2018-02-14,16.19228875456374
2868202,13,0.07692307692307693,0.6521813486070732,0.7564935064935066,0.9510204081632654,0.0,2,0,0.6783151114421938,2018-01-12,2018-01-11,2018-02-14,0.40333919156414755,2018-02-19,12.067011051676094
2835214,15,0.42307692307692313,0.27825347180957294,0.7564935064935066,0.9510204081632654,0.0,1,0,0.3531873788894256,2017-08-10,2017-06-25,2018-02-03,0.35061511423550096,2018-02-16,16.742688391093637
2892610,15,0.038461538461538464,4.3479143055080716e-06,0.7564935064935066,0.9510204081632654,0.0,1,0,0.1426909147042417,2017-09-12,2016-11-28,2018-02-21,0.07293497363796142,2018-02-24,19.668844174745654
2906296,13,0.11538461538461539,0.7101723803091657,0.7564935064935066,0.9510204081632654,0.0,1,0,0.7017788417122068,2017-05-06,2017-05-05,2018-02-25,0.42355008787346193,2018-03-03,8.88828498450243
2884859,13,0.7692307692307693,0.0,0.6525974025974026,0.9510204081632654,0.0,0,0,0.39237662655082933,2018-01-10,2017-09-22,2018-02-19,0.5799648506151138,2018-03-07,20.001389835902305
3003578,15,0.038461538461538464,4.3479143055080716e-06,1.0,0.9510204081632654,1.0000000000000002,1,0,0.12869266653179076,2018-03-01,2017-03-25,2018-03-21,0.07293497363796142,2018-03-27,18.12890371607645
3036158,13,0.7692307692307693,0.0,0.7564935064935066,0.9510204081632654,0.0,1,0,0.23541030537698793,2017-06-16,2017-06-14,2018-03-29,0.502636203866432,2018-04-01,7.660638912828601
3007060,10,0.8461538461538463,0.4202780925989803,0.7564935064935066,0.9510204081632654,0.0,1,0,0.46784554447572063,2017-05-04,2017-05-04,2018-03-22,0.34270650263620395,2018-04-02,13.12723854046578
2995265,15,0.07692307692307693,0.6521813486070732,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.6548934811666844,2018-03-11,2018-03-11,2018-03-19,0.40509666080843587,2018-03-28,13.645679148256669
3048957,10,1.0,2.753679060155112e-05,0.7564935064935066,0.9510204081632654,1.0000000000000002,1,0,0.23506882764379197,2017-12-16,2017-07-11,2018-04-03,0.3339191564147628,2018-04-05,13.034966217748401
3064024,10,0.19230769230769232,0.07252900783494157,0.7564935064935066,0.9510204081632654,0.0,2,0,0.18715318667722286,2017-12-16,2017-12-16,2018-04-07,0.37697715289982403,2018-04-10,12.551432493956646
